mol_id,smiles
gdb_58631,CC(C)C1(CC1)N2CC2
gdb_17749,CC12OC3C4C1N4C23
gdb_78970,CC1C2C3C4C3C1OC24
gdb_109103,C1C=C(C(=O)C1=O)CO
gdb_120724,[NH3+]CCC1NC1C([O-])=O
gdb_59641,CC(C)C1CCC(C)O1
gdb_8901,OCC(O)C(=O)CO
gdb_55772,NC(=O)NC12CC1OC2
gdb_44725,O=C1CC2OC(C#C)C12
gdb_93139,OC1CC=CCC2CC12
gdb_88124,CC1NC11CCCC1=O
gdb_86559,OC1CC(C1)C1CCO1
gdb_16281,CC1CC2OC12C#C
gdb_121559,C(CC#CCC=O)CO
gdb_112172,CC1(O)C(CO)NC1=N
gdb_25081,c1c2n(c(=O)o1)C=CC2
gdb_126508,CCCc1cnoc1C
gdb_71049,OC12CC3=CC4C1N4C23
gdb_108068,CCC12OC3CC1(O)C23
gdb_111715,COC1C2CCC12C#C
gdb_64566,OC1(C=O)C2CC1CC2
gdb_112595,COC1CC(O)(C1)C#C
gdb_36842,C(N1CC1)C12CC(C1)C2
gdb_89363,CN1CC2(C)CC1C2=O
gdb_33448,C#CC1(C#N)C2COC12
gdb_81019,CC1C2CC1(O)CC=C2
gdb_42144,C1COCCOCCO1
gdb_65970,CC1(OCC11CN1)C=O
gdb_24958,C1C=Cc2c1[nH]c(=O)o2
gdb_104660,CCC1(CC)C(O)C1O
gdb_32644,CCn1cc(nc1)CO
gdb_16817,CC1NC(=O)C2NC12
gdb_72538,CC12CCC(CC1)OC2
gdb_10450,O=CC1(CC#C)CN1
gdb_77499,CC1C2(C)CC1(C)C2C
gdb_104888,CCC1(CO)COCO1
gdb_45059,O=C1NC2CC2C11CN1
gdb_58547,CC(O)C1(N)COC1=N
gdb_118132,COCC(C)C1CC1O
gdb_90561,CC1CC2C1N2CC=O
gdb_105432,CNC1(CC=CC1)C#N
gdb_46200,O=C1OCC11C2CC1C2
gdb_79718,CC1C2C3CC3N2C1=O
gdb_100373,CCC(C)(NC=O)C#N
gdb_75648,OC1C(=O)C2C3CC12C3
gdb_12879,CC12COCC1C2O
gdb_41309,C1CC23OC4CC2NC134
gdb_25540,c1c(oc(=O)[nH]1)CC=O
gdb_36023,C#CCC1(CN1)CC#C
gdb_114204,CCC1CC2(CO2)C1C
gdb_87979,OC1CC11CC(O)CO1
gdb_21478,c1cnoc1C(=N)N
gdb_82751,CC1C2CC3C2OC13C
gdb_100246,CNC(C)(CC#N)C=O
gdb_79846,CC12CCC3C1C(O)C23
gdb_109322,CCC1=CCOC1C#C
gdb_114791,OCC1OC2CN3C2C13
gdb_55567,CC(=O)NC(=O)CC#C
gdb_6371,CCC(=O)CC(C)O
gdb_43760,O=C1CC2(CC12)C1CC1
gdb_53121,CC#CC1C2C3CC1C23
gdb_92197,CN1CC2OC3CC12C3
gdb_21914,c1c(c(no1)O)C=O
gdb_118656,CCOC(COC)C#C
gdb_42396,O=C(CC1NC1)N1CC1
gdb_122918,COCCOC(C)C#C
gdb_99115,CC1(CC1)CC(=O)OC
gdb_48285,O=CN(CC1CN1)C=O
gdb_101522,CC(CO)CC(=O)C#N
gdb_101786,CCC(O)CCC(C)=O
gdb_13728,COCCC1CN1C
gdb_63837,CC1(C)OC2CC(=O)C12
gdb_123856,C1CC2C1N1N=NC=C21
gdb_129193,N=C1NN=C(N=C1)C#N
gdb_65302,OC1(CC11CCO1)C#N
gdb_71658,CC12CC3C4C(C3C1)N24
gdb_86245,CC1CC(O)C(O1)C=O
gdb_97148,CN=C1OCC2C1N2C
gdb_22247,CC(=O)C(=N[O-])C(N)=[NH2+]
gdb_83758,CC1C2CCC3C2C13O
gdb_56293,CC(=O)NCCCC#N
gdb_40613,C1OC1C1C2C3CC3N12
gdb_2935,CCC1COC=N1
gdb_21578,NC1=CC=NNC1=N
gdb_94312,CC1(C)NC11CCC1O
gdb_78802,CC12C(O)C3C(C1O)N23
gdb_35287,N#CC1NC1CC1CC1
gdb_57887,CN(C)C(=O)C1(C)CN1
gdb_78829,OC1C2C3C1C(C#C)N23
gdb_32667,CCn1cccnc1=O
gdb_29223,c1c(c(coc1=O)N)O
gdb_117325,C(CO)C(=O)CC(=O)N
gdb_6765,CC(=O)NCCCO
gdb_84235,CC1N=C2OC3C1C23O
gdb_128774,COCc1cnoc1N
gdb_68532,CC12NC(C=C1)C1OC21
gdb_35613,N#CC1CC=CC11CC1
gdb_94734,CC1OCC2(C)CCC12
gdb_90677,CC(=O)N1C2CC(O)C12
gdb_41797,C1OC2CC1OC=NC2
gdb_56305,C(CC#N)CNC(=O)N
gdb_59583,CC(O)C1OC2CCC12
gdb_23024,CCC1CC1C(C)=NO
gdb_130515,O1N=CC=C2N=CN=C12
gdb_18839,OC1CC2C3OC1C23
gdb_643,C1C2(N1)COC2
gdb_95025,OC1CCC2C1C1CN21
gdb_11315,CN1CCC(=C1)C=O
gdb_7831,OC1COCC(O)C1
gdb_105510,CC(C)C1(CO)CCO1
gdb_7492,CCCC1(COC1)C
gdb_80978,CC12CC(OC=N1)C2O
gdb_56288,CC(=O)CCOCC#N
gdb_132210,c1(nc(=O)nc(o1)F)N
gdb_131893,Cc1c(nco1)N(=O)=O
gdb_2651,CC#CCOC=O
gdb_131931,Cc1nc(co1)N(=O)=O
gdb_40092,C1CC11CC2COCC12
gdb_19590,CN1C2CC1C1NC21
gdb_130339,[NH3+][C-]1C=CC2=NON=C12
gdb_96290,CC1COCOC(=N)O1
gdb_21129,CN=C1N=NON=N1
gdb_126955,CCNc1cc([nH]n1)O
gdb_98670,COC(=O)C1CC(C)N1
gdb_39068,C1OC2C=CCC3NC123
gdb_70713,OC12CC1CCOC2=N
gdb_747,Cn1cnnc1
gdb_20009,O=CC1OC1C1CN1
gdb_73160,OC12COC1CC21CC1
gdb_51561,N=COC1CC1C1CO1
gdb_54962,NC(=O)C1CC1(N)C#N
gdb_112317,OCC1CC(=O)C2CC12
gdb_30532,Cc1coc(n1)N=CN
gdb_22718,ON=C1CC2(OC12)C=O
gdb_126067,CC1OC1C1=CN=NO1
gdb_107374,OCC12CC1NC(=O)C2
gdb_105723,NCC1(CNC=N1)C#N
gdb_27162,c1c[nH]c(c1N)N2CC2
gdb_72850,CC12CCC1C(O2)C#C
gdb_21204,CNc1n[nH]c(=O)o1
gdb_118076,COCC(C)C(C)CO
gdb_30349,CC1COC2=COC=C12
gdb_95519,CC1OCC=CC11CC1
gdb_63348,CC1(O)CC(=O)NC1=O
gdb_122353,CCOCC1C(C)N1C
gdb_84737,CC1C=CCC(=O)C1=O
gdb_72350,CC12OC=NC1C2C#N
gdb_22163,CC(=NO)COCCO
gdb_123437,C(C1CN1)C1=NNC=N1
gdb_22380,CN1C2C(CC12C)=NO
gdb_102636,CC(C)OC(CO)CO
gdb_124808,CC(O)C1=NOC(N)=C1
gdb_31574,Cc1c(oc(n1)OC)C
gdb_30617,CCC(=O)c1c[nH]cn1
gdb_113602,CCN1CC1C#CC#C
gdb_74029,CC1=C2NCC2OC1=N
gdb_70367,OC12CC1CC1OCC21
gdb_109907,CCC1C(O)C=CC1=O
gdb_26692,Cc1c(c(c(o1)N)O)O
gdb_96011,CC1OCOC1C1CO1
gdb_101700,COC(C)CC1(C)CC1
gdb_78392,CC1C2C1C1C2C1(C)O
gdb_88764,CN1CC1C1CC2OC12
gdb_76153,CC1(C)C(O)C1(O)C#C
gdb_122797,COCCNC(=N)C=O
gdb_26035,CC(C#N)C1=CN=CN1
gdb_62775,CC1(C)C2CC(C#C)N12
gdb_132964,Cn1cc(ccc1=O)F
gdb_80118,OC1C2N=COC12C#C
gdb_116073,CCC1CCOC(=N)O1
gdb_85543,CN1CC(=O)NC2CC12
gdb_69698,OC12CC1N1C(C=O)C21
gdb_81139,CC1C2CC1(CO2)C#N
gdb_19669,C#CC1C2C3CC1N23
gdb_97191,CN=C1NC(=N)OCO1
gdb_97464,CN=COCCCC#C
gdb_11544,CNC(=O)CC1CO1
gdb_63281,CC1(C2(CC2)C(=O)O1)C
gdb_101063,CCC(O)C1(CO1)C#N
gdb_69503,OC12CC1C1(O)CC1C2
gdb_89516,CC1CC2(C)CCCC12
gdb_42171,C#CC(=O)C1(CC1)C#C
gdb_126275,CCc1c(onn1)C#N
gdb_37926,C1C2C3COC4C1N2C34
gdb_126518,CCCc1c(cn[nH]1)O
gdb_1400,NC(CC#N)C#N
gdb_132012,CC1=C(F)OC=CC1=N
gdb_68799,CC12CC1(N)C(N2)C#N
gdb_113812,CC1OC1C1OC1CO
gdb_107790,CCC12CC3C(C13)C2O
gdb_130294,C1c2c(onc2N)CN1
gdb_58111,CC(O)C(C)(C)N1CC1
gdb_122790,CCCCNC(=N)C=O
gdb_85277,CC1CC(=O)C2NC12C
gdb_114448,CCC1OC2C3CC2C13
gdb_129452,c1(c(n[nH]n1)O)C(=O)N
gdb_10613,CCC1(CO)OC1C
gdb_105390,CCC1(CC1C)OC=O
gdb_2909,C1CN(C=C1)C=O
gdb_58841,CC(O)C12CC1C=CC2
gdb_93970,CC1OCC(C=O)=C1C
gdb_89792,OC1CC2(CO2)C1C=O
gdb_114617,CCC12NC1CC2OC
gdb_67987,OC12CC(=O)C3C1OC23
gdb_100364,CC(CO)(NC=O)C#C
gdb_29637,Cc1ccnc(=O)n1C
gdb_113081,COC1CC(CO)C1C
gdb_123032,COCCCC1CC1C
gdb_123023,CCCOCC1NC1C
gdb_122811,CCC(=O)CCCOC
gdb_1621,CC(O)C(C)C#N
gdb_91387,CC1OC2CC(C)OC12
gdb_31153,Cc1c(c(c[nH]1)N)OC
gdb_65051,CC1(CN1)C1(CO1)C#C
gdb_97660,CCC#CC1(C)CN1C
gdb_10168,C(CO)N(C=O)C=O
gdb_109931,CN1CC(C)(O)C1CO
gdb_23034,CC(=NO)C1CN=CO1
gdb_124042,c1c2c(cnn1)OCO2
gdb_19840,C1C2CCC3OC3C12
gdb_90492,OC1CC2C1N2C1CC1
gdb_26799,C#Cc1nc(c(o1)N)N
gdb_51823,O=COC1CCC=CC1
gdb_20083,CC1C(C)N1C1CC1
gdb_50188,O=CN1CC2C(C#C)C12
gdb_131176,OC1=C(NN=N1)C1CO1
gdb_40221,C1CC11COCC11CN1
gdb_122064,CCC(CCOC)C#C
gdb_126507,CCCc1c([nH]nn1)C
gdb_127122,CN(C)c1n[nH]c(=O)o1
gdb_57336,CC(C)(O)C(C)(O)C#C
gdb_124837,CC(O)CN1C=NN=N1
gdb_71392,CC12CC3C1C2C3(C)O
gdb_13204,OCC(=O)C1CCO1
gdb_121111,CCCC1COC(C)C1
gdb_116024,COC1CNC=CC1=O
gdb_7674,CC1(O)CC2COC12
gdb_24571,c1cncnccoc1
gdb_87271,CC1NC1(C=O)C(C)=O
gdb_41506,C1CC2=CCC=CCC12
gdb_8762,CN(C=O)C(=O)C=O
gdb_16382,CC1=C(C)C2CC1O2
gdb_132089,CC1=C(F)C=NC(=N)O1
gdb_82899,CC1C2CC3CC2OC13
gdb_87413,CC1CC11C2CC3C2N13
gdb_99428,C#CC(CO)(C#C)C#C
gdb_36954,C1C(CO1)NC2COC2
gdb_71834,CC12C3N=CN1CC23N
gdb_46795,O=C1CNC2CC(C2)O1
gdb_113650,OCC1CN1C(=N)C=O
gdb_95238,CC1CCC2CC2CO1
gdb_96237,CC1COCC=CC1O
gdb_10041,CNC(CC#N)C#C
gdb_82252,OC1C2OC2C2CCC12
gdb_88463,CC1CN1C1(C)COC1
gdb_112544,CCC1NC(C)(C)C1=O
gdb_27474,c1cnc(=O)nc(n1)O
gdb_96259,OC1CCC=CCOC1
gdb_16828,CN1CC(=O)C2CC12
gdb_49574,O=CC1C(C#C)C2CN12
gdb_18037,C1CC2C=CCOC12
gdb_55933,NC(=O)CC1CN2CC12
gdb_122735,C(COCC#CC#N)O
gdb_63507,CC1(CC1(C=O)C=O)C
gdb_38426,C1CC2(CC3NC3C2)O1
gdb_93772,CC1CCC(C)=CC1C
gdb_126604,CCCn1cc(cn1)C
gdb_64846,CC1(CC(C1)C#N)C#C
gdb_46392,O=C1NCC1CC1CC1
gdb_24553,N1C=CC=CC=CC=C1
gdb_13904,CC1C(C)N1C(C)=O
gdb_52608,CC#CC(C)(O)C(N)=O
gdb_90560,CC1CC2C(OC=O)C12
gdb_122659,COCCC1OCC=C1
gdb_51024,N=COC1(COC1)C#N
gdb_111258,CCC1C2CC2(C)C1=O
gdb_108609,CC1=C(CCC1=O)NC
gdb_119896,C1COCC=C1CCO
gdb_23927,C1C(CO1)C(F)(F)F
gdb_45057,O=C1CN2CC2C11CO1
gdb_122480,OCCCC1NC1C#N
gdb_1185,CCC(C)(O)C=O
gdb_88777,CC1OC1C1CN=CO1
gdb_25002,N=C1CN2C=CN=C2O1
gdb_83998,CC12CCOCC1C2O
gdb_108866,CC1CCOC(CO)=N1
gdb_90388,CC1NC2C(C#N)C12N
gdb_16116,N#CC12CC1CCN2
gdb_21981,c1nc(on1)N(=O)=O
gdb_78276,CC1C2N1C1C(O)C21O
gdb_103670,CCC1(C)CC(O1)C#N
gdb_77854,OC1C2C(C#N)C2C1=O
gdb_51560,N=COC1CC1C1CC1
gdb_49846,O=CC1CC(=O)N1C=O
gdb_95125,CC1OCC2CC12C=O
gdb_68352,CC12CC(C1)C=CC=C2
gdb_27892,Cc1cc(nc(c1)O)O
gdb_113783,CCC1CC1C1(C)CO1
gdb_92063,CC1OC2CC2OC1=N
gdb_123359,C#CCCn1nccn1
gdb_80807,CC1N2CC1(C#N)C2C
gdb_109928,CCC1C(C)OC1(C)C
gdb_35509,C#CC1CC2COC1O2
gdb_12168,OC1C(NC1=O)C#C
gdb_25457,c1c(n(cn1)C=O)C#N
gdb_73796,CC1=C(COCC1=O)N
gdb_57346,CC(C)(C)C(C=O)C=O
gdb_63084,CC1(C)C2CN=COC12
gdb_69731,CC12OC1C1C3CN1C23
gdb_104648,CCC1(CC(O)C1)C=O
gdb_63920,CC1(O)CC2CC3C1N23
gdb_30145,CN1CC1C1=COC=N1
gdb_98039,CNC(=O)C#CCC#C
gdb_11177,O=C1CCC(N1)C#C
gdb_592,COCC1CC1
gdb_39325,C1OC2C3OC3CCC12
gdb_48867,O=CC12CC3C(N13)C2=O
gdb_75732,CN1C(=N)C=C(N)C1=O
gdb_102749,CCC(CC1CO1)C=O
gdb_98633,CCC(=O)C1CC(=N)O1
gdb_67788,OC12C=CC3C4C1N4C23
gdb_79035,OC1C2C3C4CN4C2C13
gdb_124862,CC1(CC1)c2ncon2
gdb_133421,c1(=O)c(noc(n1)O)F
gdb_96723,CN=C(C(=N)N)OC=O
gdb_61086,CN(C=NCC#N)C=O
gdb_50224,O=CC1OC2C3OC2C13
gdb_63668,CC1(CN1CCC#N)C
gdb_91027,OC1CN2C3CC3(O)C12
gdb_8834,OCC(=O)C(O)C#N
gdb_74780,CC1=CC2CC1OC2=N
gdb_75779,CN1C(=O)CC1(C)C#N
gdb_101964,CNC(C=O)(C#N)C#N
gdb_58338,CC(C)C(C=O)C(C)=O
gdb_94731,CC1CCC2(O)COC12
gdb_100157,CCC(C)(O)COC=O
gdb_98263,CCC(=O)C(C)C(C)C
gdb_88972,OC1CC1CC1(O)CC1
gdb_79440,CN1C2C3OC2C(=O)C13
gdb_23517,ON=C1C2C3C4C3C1C24
gdb_47877,C1CC(=O)C(=O)COC1
gdb_104063,COC1(C)CN2CCC12
gdb_74554,CC1=CC2C(C1)C2(C)C
gdb_105161,CNC1(CC1C#N)C=O
gdb_41648,C1CC2C3C4C3C2C4C1
gdb_22257,CC(C)C(C)C(C)=NO
gdb_110493,OCC1C2C=CC3C2N13
gdb_14912,C#CC1CCCOC1
gdb_54736,NC(=O)N1C2C3CC3C12
gdb_55903,NC(=O)CC1CC1C=O
gdb_40919,C1CC2(C1)CC1CCC21
gdb_85182,CC1OC(=O)C1N1CC1
gdb_6634,CC(=O)C#CCC#N
gdb_71283,CC12CN3C(CC=C1)C23
gdb_96287,CC1COCCC(=O)N1
gdb_22224,CC(OC=N)C(C)=NO
gdb_25125,c1cc(=O)ocnc1=O
gdb_3054,O=COCC1CO1
gdb_119691,COCC12CC3OC1C23
gdb_15277,C#CC1NC1CC#N
gdb_34766,C#CC1C2CC(C#N)C12
gdb_39091,C1CC23CC=CC2C1O3
gdb_8695,C(C(CN)(C#N)O)N
gdb_116146,CC1CC(CO)OCO1
gdb_15320,O=CCN1CC1C=O
gdb_37971,C1C2CCOCC3C2N13
gdb_28404,NC1=NC=C(O)OC1=N
gdb_20002,O=CC1CC1C1CO1
gdb_66277,NC1(CCOC1=O)C#N
gdb_84051,CC1C=C(C#N)C2NC12
gdb_99695,COC(C#CC)C(C)=O
gdb_35572,N#CC1CC2CCCC12
gdb_42990,O=C1N2CC2CC11CN1
gdb_18610,CC1C2C=CC(C)C12
gdb_108011,OCC12CC3C1C1C2N31
gdb_16261,O=C1CC2NC12C#C
gdb_3465,OC1C2NC1C=C2
gdb_13525,NC(=O)C1NCC1O
gdb_37568,C1C2N3C1C21COCC31
gdb_86233,CC1OC(C)C(O1)C#C
gdb_45382,N=C1OC2CCC12C#C
gdb_40897,C1OCC11C2OC=NC12
gdb_71228,OC12CN3C(CC13)C=C2
gdb_89303,CC1OC2(C)CN(C)C12
gdb_35565,C#CC1CC2CCOC12
gdb_72519,CC12COC(CN1)C2=O
gdb_124877,CC1(CN1)C1=CNN=C1
gdb_127385,CN1CC1C1=NNC=C1
gdb_23687,FC1=CC=NC(=N)N1
gdb_99122,CC1CC1NC(=O)CO
gdb_109122,CN1C(=O)CN=C1OC
gdb_80482,CC1CC2C(C1O)N2C
gdb_85383,CC1CC(=O)NC(=N)N1
gdb_6919,CC1(C)CC1OC=O
gdb_112202,COC1CC(=O)C11CC1
gdb_12319,CC1=CCNCC1=O
gdb_125954,CC1CCC2=CON=C12
gdb_83200,OC1C2OCC(=N)OC12
gdb_12150,CC1C(CC1=O)C#C
gdb_114332,CC1C2CC(CO)CC12
gdb_31086,Cc1nc(c(o1)N)OC
gdb_64687,CC1(CC#N)NC1C#C
gdb_113581,CCC1OC11CCCC1
gdb_12106,CC1(CC2CO2)CO1
gdb_5092,c1c(c(c([nH]1)O)N)O
gdb_57915,CC(O)C(=O)N1CCC1
gdb_69336,CC12CC(N)(C#N)C1N2
gdb_70447,CC12OC1CC2C1CO1
gdb_70382,CC12CC1CC2(O)C#N
gdb_25016,N=C1NC(=CO1)N1CC1
gdb_128726,COc1c(con1)C=O
gdb_45292,O=C1OC2CC3CNC123
gdb_79366,CC1C2C3CC2(C#C)C13
gdb_37642,C1C2C3C4C3N3C1C2C43
gdb_105583,OCC1(CCC1=O)C#N
gdb_104748,CCC1(CO)CC1C#C
gdb_14915,C#CC1COCCN1
gdb_111990,COC1C=CC2(C)CC12
gdb_47601,O=C1COCC2CCN12
gdb_53757,CC(=O)C#CCCC#C
gdb_5374,CN=C1OC=CC=C1
gdb_131855,c1c(nno1)NCCO
gdb_103836,CCC1(O)CC1C(C)C
gdb_106876,CCC12CCC1(N2)C=O
gdb_87047,CC1NC1(C#C)C1CO1
gdb_116399,CCN1CCCOC1=O
gdb_39098,C1C2COC11CCOC21
gdb_27944,Cc1cccc(c1)C=O
gdb_120362,CCOC1C=CNC1=O
gdb_22549,CCC(CO)C(C)=NO
gdb_70483,CC12OC1CC2CC=O
gdb_121850,COCCC(C)(O)CO
gdb_66888,NC12C3N=CN(C13)C2=N
gdb_47831,O=C1OCOCC2NC12
gdb_103312,CC1(CO)C2OC1C2=O
gdb_126591,CCCCc1n[nH]nn1
gdb_36324,C#CC1CC(CC#N)N1
gdb_100503,COC(C)C(=O)C#CC
gdb_64537,CC1(C=O)C2C3OC3C12
gdb_133473,c1c(nno1)C(F)(F)F
gdb_9880,C#CCCC1(CC1)O
gdb_46299,N=C1OCC11OCC=C1
gdb_15380,CCCC1CC1C#N
gdb_78395,CC1C2C3C(N12)C3(C)O
gdb_110609,CCC1C2C3OC3(C)C12
gdb_86167,CC1CC(O)C(=C1)C#N
gdb_50744,O=CC1OCCNC1=O
gdb_112262,CCC1NC(=O)C1CO
gdb_9723,CC1(CCCO1)C#C
gdb_41613,C1CN2C1C21CCOC1
gdb_59545,CC(C)C1CC2CC12C
gdb_25347,c1c(ncoc1=O)C=O
gdb_57102,CC(C#N)N1CCCC1
gdb_99734,C(C(C(=O)N)C(=O)N)O
gdb_50676,O=CC1CCOC1C#C
gdb_122378,CCCOC1C2CCC12
gdb_40244,C1CC11OCOC2CC12
gdb_16110,C#CC12CCCC1N2
gdb_122623,CC1CCC1CCCO
gdb_4560,Cn1cc([nH]c1=O)O
gdb_88602,CC1OC1C1C(C)C1C
gdb_74256,NC1=NC(C#N)C2NC12
gdb_71122,CC12CC3C(C1)C3OC2
gdb_70876,CC12CC3(C)CC1C23C
gdb_95272,CC1COC2OC=NC12
gdb_87726,CC1CC11CC(C)C=C1
